DR_NO,Date Rptd,DATE OCC,TIME OCC,AREANAME,Rpt Dist No,crime type,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,Latitude,Longitude
200709808,5/30/2020 0:00,5/29/2020 0:00,1500,Wilshire,755,criminal threats - no weapon displayed,66,M,B,single family dwelling,verbal threat,IC,Invest Cont,1300 hauser bl,,34.0513,-118.3558
200611322,6/11/2020 0:00,6/10/2020 0:00,1600,Hollywood,638,vandalism - misdeameanor ,48,F,W,parking lot,,IC,Invest Cont,hollywood,GOWER,34.1038,-118.3151
200906535,2/26/2020 0:00,2/26/2020 0:00,320,Van Nuys,901,intimate partner - simple assault,32,F,H,single family dwelling,strong-arm ,AO,Adult Other,15400 saticoy st,,34.2085,-118.4687
200907904,3/28/2020 0:00,3/27/2020 0:00,1240,Van Nuys,974,theft plain - petty ,0,X,X,single family dwelling,,AA,Adult Arrest,4600 vista del monte av,,34.1548,-118.4499
200306578,2/13/2020 0:00,2/12/2020 0:00,2300,Southwest,357,vehicle - stolen,0,,,street,,IC,Invest Cont,3600 s catalina st,,34.0231,-118.2938
200911945,7/4/2020 0:00,7/3/2020 0:00,1800,Van Nuys,915,vehicle - stolen,0,,,street,,IC,Invest Cont,7000 van nuys bl,,34.1975,-118.4487
200613499,8/4/2020 0:00,7/2/2020 0:00,2200,Hollywood,656,vehicle - stolen,0,,,street,,IC,Invest Cont,900 wilcox av,,34.0871,-118.331
201109879,5/28/2020 0:00,5/23/2020 0:00,300,Northeast,1176,burglary from vehicle,23,F,H,street,,IC,Invest Cont,dallas st,BLAKE                        AV,34.0939,-118.2398
200206178,2/13/2020 0:00,2/7/2020 0:00,2200,Rampart,235,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,3rd,ALVARADO,34.0633,-118.2738
200505764,2/11/2020 0:00,2/8/2020 0:00,1200,Harbor,525,theft plain - petty ,32,M,W,multi-unit dwelling ,,IC,Invest Cont,100 w d st,,33.7742,-118.262
200107331,2/17/2020 0:00,2/14/2020 0:00,1700,Central,158,vandalism - felony ,50,M,W,hotel,,IC,Invest Cont,800 e 6th st,,34.0408,-118.2428
200709876,5/29/2020 0:00,5/29/2020 0:00,43,Wilshire,759,burglary from vehicle,34,M,A,driveway,,IC,Invest Cont,1200 arlington av,,34.0495,-118.3215
200100600,2/12/2020 0:00,2/12/2020 0:00,2155,Central,156,child abuse  - simple assault,12,M,H,missions/shelters,strong-arm ,IC,Invest Cont,500 s san pedro st,,34.0437,-118.2455
200606125,2/13/2020 0:00,1/21/2020 0:00,1200,Hollywood,646,vehicle - stolen,0,,,street,,IC,Invest Cont,1500 vine st,,34.0987,-118.3337
200806194,2/18/2020 0:00,2/18/2020 0:00,2325,West LA,881,criminal threats - no weapon displayed,73,M,H,multi-unit dwelling ,verbal threat,AA,Adult Arrest,2300 s carmelina av,,34.029,-118.4541
200915231,9/28/2020 0:00,9/19/2020 0:00,26,Van Nuys,964,criminal threats - no weapon displayed,27,M,W,single family dwelling,verbal threat,IC,Invest Cont,5000 hazeltine av,,34.1614,-118.44
200706031,2/12/2020 0:00,2/12/2020 0:00,1545,Wilshire,788,battery - simple assault,53,M,H,other business,strong-arm ,IC,Invest Cont,4000 w washington bl,,34.0399,-118.3272
200515588,10/21/2020 0:00,10/20/2020 0:00,1910,Harbor,526,burglary,0,X,X,other business,,IC,Invest Cont,800 n avalon bl,,33.7798,-118.2656
201008197,4/20/2020 0:00,4/20/2020 0:00,230,West Valley,1006,intimate partner - simple assault,35,F,W,single family dwelling,strong-arm ,IC,Invest Cont,white oak,ROSCOE,34.221,-118.5186
200609754,5/2/2020 0:00,5/2/2020 0:00,300,Hollywood,636,brandish weapon,33,M,W,sidewalk,other knife,IC,Invest Cont,franklin av,CAHUENGA                     BL,34.1053,-118.3304
200306626,2/13/2020 0:00,2/13/2020 0:00,1415,Southwest,396,burglary,19,X,X,restaurant/fast food,strong-arm ,IC,Invest Cont,4000 s vermont av,,34.0109,-118.2915
200714593,10/5/2020 0:00,10/5/2020 0:00,2030,Wilshire,702,theft plain - petty ,19,M,B,other business,,IC,Invest Cont,7300 w melrose av,,34.0836,-118.3487
200405564,2/11/2020 0:00,2/11/2020 0:00,254,Hollenbeck,424,burglary,38,F,H,other business,,AA,Adult Arrest,4000 n mission rd,,34.0738,-118.1966
200713593,9/7/2020 0:00,9/7/2020 0:00,1645,Wilshire,721,driving without owner consent ,0,,,street,,AO,Adult Other,san vicente,CRESCENT HEIGHTS,34.0735,-118.3828
200513344,8/24/2020 0:00,8/24/2020 0:00,600,Harbor,513,theft from motor vehicle - petty ,57,M,W,parking lot,,IC,Invest Cont,1400 w pacific coast hy,,33.7907,-118.2829
201012501,8/27/2020 0:00,8/26/2020 0:00,2210,West Valley,1063,"burglary, attempted",0,M,W,cleaner/laundromat,,IC,Invest Cont,5500 reseda bl,,34.1701,-118.536
201011691,8/3/2020 0:00,8/3/2020 0:00,2145,West Valley,1075,trespassing,50,F,W,single family dwelling,verbal threat,AO,Adult Other,5100 chimineas av,,34.1637,-118.5285
200306405,2/9/2020 0:00,2/7/2020 0:00,1900,Southwest,328,"letters, lewd  -  telephone calls, lewd",23,F,W,single family dwelling,,IC,Invest Cont,600 w 28th st,,34.0261,-118.2773
200121525,11/25/2020 0:00,11/24/2020 0:00,1900,Central,154,trespassing,0,M,W,garage/carport,,IC,Invest Cont,500 s main st,,34.0465,-118.2488
201819059,10/17/2020 0:00,10/17/2020 0:00,1945,Southeast,1829,"assault with deadly weapon, aggravated assault",32,M,B,street,hand gun,IC,Invest Cont,101st st,GRAPE,33.9449,-118.2368
200405757,2/15/2020 0:00,2/15/2020 0:00,1200,Hollenbeck,453,violation of court order,30,M,H,sidewalk,,IC,Invest Cont,cesar e chavez,WARREN,34.0525,-118.2205
200306802,2/16/2020 0:00,2/16/2020 0:00,1500,Southwest,328,lewd conduct,20,F,W,street,,IC,Invest Cont,27th st,HOOVER                       ST,34.0268,-118.2808
200205412,1/29/2020 0:00,1/28/2020 0:00,2345,Rampart,218,battery - simple assault,38,F,H,street,strong-arm ,JA,Juv Arrest,800 laveta tr,,34.0713,-118.2575
200505892,2/14/2020 0:00,2/8/2020 0:00,1130,Harbor,563,vandalism - felony ,42,F,H,"vehicle, passenger/truck",,IC,Invest Cont,900 w 13th st,,33.7325,-118.2968
200305147,1/21/2020 0:00,1/21/2020 0:00,610,Southwest,353,trespassing,19,X,X,mta - expo line - farmdale,,IC,Invest Cont,4400 exposition bl,,34.0237,-118.3442
200306492,2/11/2020 0:00,2/3/2020 0:00,1200,Southwest,328,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,600 w jefferson bl,,34.0268,-118.2808
200512155,7/23/2020 0:00,5/23/2020 0:00,200,Harbor,562,vehicle - stolen,0,,,street,,IC,Invest Cont,16th,LELAND,33.7297,-118.3012
200206243,2/14/2020 0:00,2/12/2020 0:00,100,Rampart,249,burglary from vehicle,32,M,O,parking lot,,IC,Invest Cont,1100 w 6th st,,34.0541,-118.2621
200405719,2/14/2020 0:00,2/14/2020 0:00,815,Hollenbeck,415,battery - simple assault,67,F,H,multi-unit dwelling ,strong-arm ,IC,Invest Cont,2600 workman st,,34.0765,-118.2144
200405645,2/12/2020 0:00,2/11/2020 0:00,2000,Hollenbeck,499,vandalism - felony ,24,M,H,street,,IC,Invest Cont,1100 calzona st,,34.0204,-118.1957
200107231,2/16/2020 0:00,2/16/2020 0:00,230,Central,195,"burglary from vehicle, attempted",38,M,B,street,unknown weapon/other weapon,IC,Invest Cont,18th st,BROADWAY,34.0328,-118.2647
200715275,10/24/2020 0:00,10/24/2020 0:00,1850,Wilshire,711,vandalism - felony ,48,M,O,sidewalk,,IC,Invest Cont,la cienega bl,BEVERLY                      BL,34.0761,-118.3766
200612395,7/10/2020 0:00,7/5/2020 0:00,1700,Hollywood,638,theft plain - petty ,25,F,H,multi-unit dwelling ,,IC,Invest Cont,5500 w hollywood bl,,34.1038,-118.3151
201015310,11/22/2020 0:00,11/20/2020 0:00,2045,West Valley,1045,criminal threats - no weapon displayed,25,F,B,multi-unit dwelling ,verbal threat,AA,Adult Arrest,5600 etiwanda av,,34.1723,-118.5308
221207260,3/1/2022 0:00,1/1/2020 0:00,1400,77th Street,1283,"sex,unlawful(inc mutual consent, penetration w/ frgn obj",13,F,B,single family dwelling,strong-arm ,IC,Invest Cont,10000 s western av,,33.9455,-118.309
200505840,2/13/2020 0:00,2/12/2020 0:00,2200,Harbor,541,burglary from vehicle,35,M,H,street,,IC,Invest Cont,1000 capitol dr,,33.7576,-118.3009
200309121,3/27/2020 0:00,3/26/2020 0:00,300,Southwest,313,theft from motor vehicle - petty ,49,M,H,street,,IC,Invest Cont,10th av,ADAMS                        BL,34.0326,-118.3284
201107254,3/13/2020 0:00,3/10/2020 0:00,1800,Northeast,1125,burglary,30,F,W,single family dwelling,,IC,Invest Cont,4900 meridian st,,34.1228,-118.2088
200309195,3/29/2020 0:00,3/27/2020 0:00,1500,Southwest,327,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,2600 magnolia av,,34.0328,-118.2864
200106909,2/11/2020 0:00,2/11/2020 0:00,1520,Central,157,vandalism - felony ,30,M,B,multi-unit dwelling ,rock/thrown object,AA,Adult Arrest,central av,6TH                          ST,34.0416,-118.244
200415282,11/26/2020 0:00,11/26/2020 0:00,620,Hollenbeck,417,violation of court order,42,F,H,single family dwelling,,AO,Adult Other,3800 lincoln high ct,,34.0748,-118.1994
200107288,2/16/2020 0:00,2/16/2020 0:00,1615,Central,163,theft plain - petty ,0,X,X,other business,,IC,Invest Cont,700 s broadway,,34.0452,-118.2534
200105722,1/26/2020 0:00,1/26/2020 0:00,100,Central,154,battery - simple assault,23,F,H,sidewalk,strong-arm ,IC,Invest Cont,100 w 5th st,,34.0467,-118.2485
200914366,9/5/2020 0:00,9/4/2020 0:00,1600,Van Nuys,964,shoplifting - petty theft ,22,F,H,other business,,AA,Adult Arrest,14000 w riverside dr,,34.1576,-118.4389
200609461,4/24/2020 0:00,4/24/2020 0:00,1125,Hollywood,643,burglary,33,F,W,multi-unit dwelling ,,IC,Invest Cont,1500 n poinsettia pl,,34.098,-118.3479
200913988,8/26/2020 0:00,8/25/2020 0:00,1600,Van Nuys,937,vehicle - stolen,0,,,street,,IC,Invest Cont,hazeltine av,ERWIN                        ST,34.1836,-118.44
201015283,11/21/2020 0:00,5/19/2020 0:00,1200,West Valley,1061,"embezzlement, grand theft ",0,M,O,"discount store (99 cent,dollar,etc.",,AO,Adult Other,19800 ventura bl,,34.1724,-118.5645
200306750,2/15/2020 0:00,2/15/2020 0:00,1900,Southwest,362,battery - simple assault,19,M,H,multi-unit dwelling ,strong-arm ,IC,Invest Cont,4600 august st,,34.0168,-118.3491
200409356,5/29/2020 0:00,5/29/2020 0:00,1940,Hollenbeck,497,battery - simple assault,16,F,H,sidewalk,strong-arm ,IC,Invest Cont,8th st,GLENCROSS                    CT,34.0187,-118.2118
200106878,2/10/2020 0:00,2/10/2020 0:00,710,Central,141,bike - stolen,54,M,H,parking underground/building,,IC,Invest Cont,400 s figueroa st,,34.0542,-118.2566
200504815,1/20/2020 0:00,1/20/2020 0:00,600,Harbor,557,burglary,45,M,O,multi-unit dwelling ,,IC,Invest Cont,600 w santa cruz st,,33.7412,-118.2924
201011872,8/10/2020 0:00,8/10/2020 0:00,1,West Valley,1044,"theft-grand excpt,guns,fowl,livestk,prod",56,M,W,mta bus,,IC,Invest Cont,reseda bl,OXNARD                       ST,34.18,-118.536
200805644,2/6/2020 0:00,2/6/2020 0:00,1530,West LA,857,"burglary, attempted",27,F,W,single family dwelling,,IC,Invest Cont,1200 smithwood dr,,34.0569,-118.3978
200915635,10/7/2020 0:00,10/6/2020 0:00,1800,Van Nuys,985,vandalism - felony ,30,F,W,"vehicle, passenger/truck",,IC,Invest Cont,4500 colbath av,,34.15,-118.4424
200715923,11/12/2020 0:00,11/12/2020 0:00,100,Wilshire,701,battery - simple assault,32,F,W,restaurant/fast food,strong-arm ,IC,Invest Cont,700 n la cienega bl,,34.0839,-118.3765
200105397,1/21/2020 0:00,1/20/2020 0:00,2300,Central,119,theft plain - petty ,0,M,W,la union station ,,IC,Invest Cont,800 n alameda st,,34.0563,-118.2374
200619512,12/20/2020 0:00,12/20/2020 0:00,540,Hollywood,615,theft from motor vehicle - petty ,33,M,W,street,,IC,Invest Cont,2200 san marco dr,,34.1115,-118.3326
200204497,1/10/2020 0:00,1/8/2020 0:00,1700,Rampart,256,"bunco, grand theft",38,M,H,office building/office,,AO,Adult Other,1800 w 7th st,,34.0565,-118.2724
200606894,2/24/2020 0:00,2/24/2020 0:00,355,Hollywood,637,battery police ,25,F,H,other business,unknown weapon/other weapon,IC,Invest Cont,5900 hollywood bl,,34.103,-118.3225
201109902,5/29/2020 0:00,5/29/2020 0:00,1200,Northeast,1143,vehicle - stolen,0,,,street,,AO,Adult Other,1700 n commonwealth av,,34.1018,-118.2852
201004776,1/19/2020 0:00,1/18/2020 0:00,2200,West Valley,1015,burglary,59,F,W,nail salon,,IC,Invest Cont,18200 sherman wy,,34.2048,-118.5273
200206023,2/10/2020 0:00,2/10/2020 0:00,830,Rampart,245,child abuse  - simple assault,3,F,H,street,unknown weapon/other weapon,IC,Invest Cont,park view,8TH                          ST,34.061,-118.2775
201810055,4/23/2020 0:00,4/23/2020 0:00,2200,Southeast,1846,robbery,35,F,H,multi-unit dwelling ,strong-arm ,IC,Invest Cont,11200 zamora av,,33.9331,-118.2511
200405777,2/15/2020 0:00,2/7/2020 0:00,1000,Hollenbeck,443,vehicle - stolen,0,,,hospital,,IC,Invest Cont,1200 n state st,,34.0594,-118.2094
200514296,9/18/2020 0:00,9/18/2020 0:00,725,Harbor,531,violation of restraining order,26,F,W,other business,,AA,Adult Arrest,25900 belle porte av,,33.7876,-118.3012
200511531,7/7/2020 0:00,6/29/2020 0:00,2000,Harbor,529,theft from motor vehicle - petty ,66,M,W,"vehicle, passenger/truck",,IC,Invest Cont,1500 anchorage rd,,33.7672,-118.2414
200715539,10/31/2020 0:00,10/31/2020 0:00,2200,Wilshire,758,burglary,46,M,B,single family dwelling,,IC,Invest Cont,1200 west bl,,34.0502,-118.3331
200510404,6/9/2020 0:00,6/9/2020 0:00,1830,Harbor,566,vehicle - stolen,0,,,street,,IC,Invest Cont,palos verdes,12TH                         ST,33.7333,-118.2814
200905097,1/26/2020 0:00,1/26/2020 0:00,1700,Van Nuys,906,intimate partner - simple assault,22,F,O,street,strong-arm ,AO,Adult Other,7300 lennox av,,34.203,-118.4458
201016490,12/28/2020 0:00,12/28/2020 0:00,1730,West Valley,1035,vandalism - felony ,36,F,H,single family dwelling,,AO,Adult Other,6700 nestle av,,34.1917,-118.5308
200807983,4/4/2020 0:00,4/1/2020 0:00,600,West LA,809,"rape, forcible",38,F,O,short-term vacation rental,strong-arm ,IC,Invest Cont,royalton dr,COLDWATER CA                 DR,34.1114,-118.4056
200811697,7/8/2020 0:00,7/7/2020 0:00,2130,West LA,859,"letters, lewd  -  telephone calls, lewd",20,M,W,multi-unit dwelling ,,IC,Invest Cont,8500 cashio st,,34.0507,-118.3762
200306570,2/11/2020 0:00,2/11/2020 0:00,804,Southwest,351,theft plain - petty ,15,F,B,high school,,IC,Invest Cont,3500 farmdale av,,34.023,-118.351
200306229,2/7/2020 0:00,2/6/2020 0:00,1700,Southwest,312,vehicle - stolen,0,,,street,,AA,Adult Arrest,blackwelder,REDONDO,34.0271,-118.3585
200211015,6/6/2020 0:00,6/6/2020 0:00,800,Rampart,235,vehicle - stolen,0,,,street,,IC,Invest Cont,200 n park view st,,34.0698,-118.273
201106957,3/6/2020 0:00,3/4/2020 0:00,1605,Northeast,1162,battery - simple assault,27,M,H,mta - red line - vermont/sunset,unknown weapon/other weapon,IC,Invest Cont,sunset,VERMONT,34.0982,-118.2918
200911943,7/4/2020 0:00,7/4/2020 0:00,126,Van Nuys,923,burglary from vehicle,29,M,H,street,,IC,Invest Cont,6500 noble av,,34.1894,-118.4619
200505893,2/14/2020 0:00,2/14/2020 0:00,1125,Harbor,526,shoplifting - petty theft ,0,X,X,"discount store (99 cent,dollar,etc.",,IC,Invest Cont,400 w anaheim st,,33.7798,-118.2665
200206289,2/15/2020 0:00,2/14/2020 0:00,1330,Rampart,245,"theft-grand excpt,guns,fowl,livestk,prod",35,M,H,sidewalk,,IC,Invest Cont,500 s alvarado st,,34.061,-118.2775
200106819,2/10/2020 0:00,2/6/2020 0:00,230,Central,111,bike - stolen,28,M,H,parking lot,,IC,Invest Cont,500 n figueroa st,,34.0617,-118.2469
200505963,2/16/2020 0:00,2/15/2020 0:00,2000,Harbor,555,vehicle - stolen,0,,,street,,IC,Invest Cont,meyler,SUMMERLAND,33.7476,-118.2967
200405730,2/14/2020 0:00,2/14/2020 0:00,1600,Hollenbeck,423,theft plain - petty ,0,M,X,market,,IC,Invest Cont,1900 thomas st,,34.0651,-118.2116
200805988,2/13/2020 0:00,2/11/2020 0:00,750,West LA,822,"letters, lewd  -  telephone calls, lewd",15,F,W,high school,,JO,Juv Other,15700 bowdoin st,,34.0463,-118.5305
200809433,5/13/2020 0:00,5/13/2020 0:00,2015,West LA,859,theft of identity,47,F,W,single family dwelling,,IC,Invest Cont,1400 s wooster st,,34.0546,-118.3826
200400704,3/29/2020 0:00,3/29/2020 0:00,300,Hollenbeck,499,"burglary, attempted",0,M,W,other business,,IC,Invest Cont,3500 e pico bl,,34.018,-118.2028
220404758,1/25/2022 0:00,4/12/2020 0:00,1800,Hollenbeck,416,"letters, lewd  -  telephone calls, lewd",51,M,O,single family dwelling,verbal threat,IC,Invest Cont,1000 montecito dr,,34.088,-118.1998
200507392,3/19/2020 0:00,3/19/2020 0:00,1020,Harbor,526,intimate partner - simple assault,29,F,H,multi-unit dwelling ,strong-arm ,AO,Adult Other,800 lagoon av,,33.7797,-118.2675
200405835,2/17/2020 0:00,2/17/2020 0:00,1200,Hollenbeck,448,vandalism - misdeameanor ,54,M,H,parking lot,,IC,Invest Cont,1400 nieto ln,,34.0562,-118.194
201215820,7/3/2020 0:00,7/3/2020 0:00,210,77th Street,1245,battery - simple assault,32,F,B,single family dwelling,strong-arm ,JO,Juv Other,6500 s vermont av,,33.9808,-118.2917
200205974,2/9/2020 0:00,2/8/2020 0:00,1630,Rampart,269,vandalism - misdeameanor ,43,M,H,"vehicle, passenger/truck",,IC,Invest Cont,8th st,BIXEL,34.0496,-118.2677
200112643,6/1/2020 0:00,6/1/2020 0:00,1200,Central,157,robbery,58,M,B,sidewalk,unknown weapon/other weapon,IC,Invest Cont,500 s san pedro st,,34.0442,-118.2439
200517429,12/4/2020 0:00,12/4/2020 0:00,735,Harbor,504,burglary from vehicle,30,M,W,parking lot,,IC,Invest Cont,19200 harborgate wy,,33.855,-118.3035
200309044,3/25/2020 0:00,3/24/2020 0:00,1849,Southwest,397,robbery,19,X,X,other store,strong-arm ,IC,Invest Cont,4300 s vermont av,,34.0073,-118.298
200712963,8/20/2020 0:00,8/17/2020 0:00,1820,Wilshire,724,theft plain - petty ,23,F,W,the grove,,AO,Adult Other,100 the grove dr,,34.0747,-118.3563
200106508,2/5/2020 0:00,2/5/2020 0:00,1030,Central,152,robbery,25,F,W,market,strong-arm ,AA,Adult Arrest,600 s figueroa st,,34.0509,-118.2585
200706369,2/20/2020 0:00,2/20/2020 0:00,305,Wilshire,745,vehicle - stolen,0,,,street,,IC,Invest Cont,1100 s ridgeley dr,,34.0559,-118.3531
201006782,3/3/2020 0:00,3/3/2020 0:00,1845,West Valley,1017,vandalism - felony ,49,M,H,yard ,strong-arm ,AA,Adult Arrest,17500 sherman wy,,34.2048,-118.5099
200713277,8/29/2020 0:00,8/28/2020 0:00,2300,Wilshire,737,vehicle - stolen,0,,,street,,AA,Adult Arrest,700 s mansfield av,,34.0647,-118.3424
201004639,1/16/2020 0:00,1/16/2020 0:00,300,West Valley,1065,vehicle - stolen,0,,,street,,AA,Adult Arrest,5400 lindley av,,34.169,-118.5273
200810376,6/8/2020 0:00,5/30/2020 0:00,1604,West LA,853,"theft-grand excpt,guns,fowl,livestk,prod",33,M,O,street,,AO,Adult Other,1800 corinth av,,34.0425,-118.4464
201009765,6/7/2020 0:00,6/6/2020 0:00,1400,West Valley,1049,vandalism - felony ,0,M,O,park/playground,,IC,Invest Cont,6300 woodley av,,34.1852,-118.4837
201000625,4/12/2020 0:00,4/12/2020 0:00,40,West Valley,1044,"assault with deadly weapon, aggravated assault",32,M,H,street,other knife,AA,Adult Arrest,18400 collins st,,34.1749,-118.5344
200200904,10/31/2020 0:00,10/31/2020 0:00,1250,Rampart,266,"assault with deadly weapon, aggravated assault",41,M,H,multi-unit dwelling ,blunt instrument,AO,Adult Other,700 beacon av,,34.054,-118.2726
201320239,11/20/2020 0:00,11/20/2020 0:00,2100,Newton,1365,violation of restraining order,51,F,H,single family dwelling,,AA,Adult Arrest,1300 e 45th st,,34.003,-118.2522
200410312,6/29/2020 0:00,6/29/2020 0:00,1130,Hollenbeck,424,violation of restraining order,45,F,H,laundromat,,IC,Invest Cont,3700 n mission rd,,0,0
200905556,2/5/2020 0:00,2/3/2020 0:00,1213,Van Nuys,923,theft plain - petty ,17,F,H,high school,,IC,Invest Cont,6500 cedros av,,34.1887,-118.4531
200505898,2/14/2020 0:00,2/14/2020 0:00,1930,Harbor,555,vehicle - stolen,0,,,street,,IC,Invest Cont,meyler st,CRESTWOOD                    AV,33.7492,-118.2967
200709366,5/18/2020 0:00,5/16/2020 0:00,1200,Wilshire,759,burglary from vehicle,53,M,H,street,,IC,Invest Cont,12th,W  ARLINGTON                    AV,34.0495,-118.3179
200405571,2/9/2020 0:00,2/8/2020 0:00,1800,Hollenbeck,406,burglary,0,X,X,specialty school/other,,IC,Invest Cont,600 coleman av,,34.1024,-118.1836
200115233,7/23/2020 0:00,4/22/2020 0:00,1200,Central,155,sex offender registrant out of compliance,0,X,X,police facility,,AA,Adult Arrest,200 e 6th st,,34.0448,-118.2474
200405753,2/15/2020 0:00,2/15/2020 0:00,600,Hollenbeck,439,burglary from vehicle,53,F,H,driveway,,IC,Invest Cont,5200 coney rd,,34.0719,-118.1711
200109773,3/28/2020 0:00,3/27/2020 0:00,1100,Central,166,theft of identity,46,F,B,multi-unit dwelling ,,IC,Invest Cont,600 s san pedro st,,34.0421,-118.2469
200508539,4/21/2020 0:00,4/20/2020 0:00,1500,Harbor,529,burglary from vehicle,40,F,H,sidewalk,,IC,Invest Cont,g,FLINT,33.7793,-118.248
200205916,2/8/2020 0:00,2/8/2020 0:00,1040,Rampart,201,battery - simple assault,74,M,H,sidewalk,strong-arm ,IC,Invest Cont,vermont av,LOCKWOOD,34.0888,-118.2917
200608022,3/15/2020 0:00,3/14/2020 0:00,100,Hollywood,626,trespassing,34,F,W,single family dwelling,,IC,Invest Cont,2000 n ivar av,,34.1069,-118.3283
201004336,1/9/2020 0:00,1/1/2020 0:00,1000,West Valley,1007,"theft-grand excpt,guns,fowl,livestk,prod",83,M,W,garage/carport,,IC,Invest Cont,17100 strathern st,,34.2157,-118.5055
201112738,8/22/2020 0:00,8/21/2020 0:00,1900,Northeast,1172,burglary,44,M,W,membership store *,,IC,Invest Cont,2900 reservoir st,,34.0882,-118.2646
